Car Added,WooCommerce Autos DB ID,Base Car ID,Exp. Car ID,Year Min,Year Max,Parent Manufacturer,Make|Include,Model|Include,VehicleTypeName,Region|Include,Sub Model|Include,Wheelbase|Include,Transmission Type|Include,Transmission Num Speeds|Include,Transmission Control Type|Include,Transmission Mfr Code|Include,Transmission Elec Controlled|Include,Transmission Mfr|Include,Steering Type|Include,Steering System ID|Include,Front Spring Type|Include,Rear Spring Type|Include,Mfr Body Code|Include,Drive Type|Include,Liter|Include,CC|Include,CID|Include,Cylinders|Include,BInlineock Type|IncInlineude,Engine Bore In|Include,Engine Bore Metric|Include,Engine Stroke In|Include,Engine Stroke Metric|Include,Engine Designation|Include,Engine VIN|Include,Valves|Include,Fuel Delivery Type|Include,Fuel Delivery SubType|Include,Fuel System Control Type|Include,Fuel System Design|Include,Aspiration|Include,Cylinder Head Type|Include,Fuel Type|Include,Ignition System|Include,Engine Mfr|Include,Engine Version|Include,Power Output|Include,Body Num Doors|Include,Types|Include,Bed Lengths|Include,Bed Types|Include,Front|Include,Rear|Include,ABS|Include,Brake System|Include,Asset Name,Asset Item Ref,Reference,Engine Tag,Engine Human Readable
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_5.9L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Base,,,,,,,,,,,,4 Dr. Hardtop,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_5.9L_4 Dr. Sedan_8,1971,1971,,Chrysler,Newport,Car,USA,Base,,,,,,,,,,,,4 Dr. Sedan,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_5.9L_4 Dr. Wagon_8,1971,1971,,Chrysler,Newport,Car,USA,Base,,,,,,,,,,,,4 Dr. Wagon,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Base,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_2 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Base,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Base,,,,,,,,,,,,4 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_4 Dr. Sedan_8,1971,1971,,Chrysler,Newport,Car,USA,Base,,,,,,,,,,,,4 Dr. Sedan,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_4 Dr. Wagon_8,1971,1971,,Chrysler,Newport,Car,USA,Base,,,,,,,,,,,,4 Dr. Wagon,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_2 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_4 Dr. Sedan_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Sedan,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_6.3L_2 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,2 Dr. Hardtop,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_6.3L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Hardtop,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_6.3L_4 Dr. Sedan_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Sedan,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_5.9L_2 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,2 Dr. Hardtop,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_5.9L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Hardtop,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_5.9L_4 Dr. Sedan_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Sedan,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,Hi-Perf.,,,,,,,,,,,,,440_V_8Hi-Perf.,440 CID V 8 Hi-Perf.
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_2 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,Hi-Perf.,,,,,,,,,,,,,440_V_8Hi-Perf.,440 CID V 8 Hi-Perf.
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,Hi-Perf.,,,,,,,,,,,,,440_V_8Hi-Perf.,440 CID V 8 Hi-Perf.
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_4 Dr. Sedan_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Sedan,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,Hi-Perf.,,,,,,,,,,,,,440_V_8Hi-Perf.,440 CID V 8 Hi-Perf.
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_2 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport_7.2L_4 Dr. Sedan_8,1971,1971,,Chrysler,Newport,Car,USA,Custom,,,,,,,,,,,,4 Dr. Sedan,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Royal,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Royal,,,,,,,,,,,,,,6.3,,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Royal,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_Newport,1971_Chrysler_Newport,1971,1971,,Chrysler,Newport,Car,USA,Royal,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,9752,1971_Chrysler_New Yorker,1971_Chrysler_New Yorker,1971,1971,,Chrysler,New Yorker,Car,USA,Base,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_New Yorker,1971_Chrysler_New Yorker,1971,1971,,Chrysler,New Yorker,Car,USA,Base,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,Hi-Perf.,,,,,,,,,,,,,440_V_8Hi-Perf.,440 CID V 8 Hi-Perf.
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.2L_2 Dr. Standard Cargo Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,2 Dr. Standard Cargo Van,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.9L_2 Dr. Standard Cargo Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,2 Dr. Standard Cargo Van,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_3.7L_2 Dr. Standard Cargo Van_6,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,2 Dr. Standard Cargo Van,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.2L_2 Dr. Standard Cargo Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,2 Dr. Standard Cargo Van,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.9L_2 Dr. Standard Cargo Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Base,,,,,,,,,,,,2 Dr. Standard Cargo Van,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.2L_2 Dr. Standard Cargo Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,2 Dr. Standard Cargo Van,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.9L_2 Dr. Standard Cargo Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,2 Dr. Standard Cargo Van,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_3.7L_2 Dr. Standard Cargo Van_6,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,2 Dr. Standard Cargo Van,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.9L_2 Dr. Standard Cargo Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,2 Dr. Standard Cargo Van,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.2L_2 Dr. Standard Cargo Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi,,,,,,,,,,,,2 Dr. Standard Cargo Van,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.2L_2 Dr. Standard Passenger Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,2 Dr. Standard Passenger Van,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.9L_2 Dr. Standard Passenger Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,2 Dr. Standard Passenger Van,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_3.7L_2 Dr. Standard Passenger Van_6,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,2 Dr. Standard Passenger Van,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.9L_2 Dr. Standard Passenger Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,2 Dr. Standard Passenger Van,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.2L_2 Dr. Standard Passenger Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Maxi Wagon,,,,,,,,,,,,2 Dr. Standard Passenger Van,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.2L_2 Dr. Standard Passenger Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,2 Dr. Standard Passenger Van,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.9L_2 Dr. Standard Passenger Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,2 Dr. Standard Passenger Van,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_3.7L_2 Dr. Standard Passenger Van_6,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,2 Dr. Standard Passenger Van,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.9L_2 Dr. Standard Passenger Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,2 Dr. Standard Passenger Van,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1972_Dodge_B200 Van,1972_Dodge_B200 Van_5.2L_2 Dr. Standard Passenger Van_8,1972,1972,,Dodge,B200 Van,Van,CAN,Sportsman,,,,,,,,,,,,2 Dr. Standard Passenger Van,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,9752,1971_Chrysler_New Yorker,1971_Chrysler_New Yorker,1971,1971,,Chrysler,New Yorker,Car,USA,Base,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9754,1971_Chrysler_Imperial,1971_Chrysler_Imperial,1971,1971,,Chrysler,Imperial,Car,USA,LeBaron,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9754,1971_Chrysler_Imperial,1971_Chrysler_Imperial_7.2L_2 Dr. Hardtop_8,1971,1971,,Chrysler,Imperial,Car,USA,LeBaron,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9754,1971_Chrysler_Imperial,1971_Chrysler_Imperial_7.2L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Imperial,Car,USA,LeBaron,,,,,,,,,,,,4 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9754,1971_Chrysler_Imperial,1971_Chrysler_Imperial,1971,1971,,Chrysler,Imperial,Car,USA,LeBaron,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9754,1971_Chrysler_Imperial,1971_Chrysler_Imperial_7.2L_2 Dr. Hardtop_8,1971,1971,,Chrysler,Imperial,Car,USA,LeBaron,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9754,1971_Chrysler_Imperial,1971_Chrysler_Imperial_7.2L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Imperial,Car,USA,LeBaron,,,,,,,,,,,,4 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9754,1971_Chrysler_Imperial,1971_Chrysler_Imperial,1971,1971,,Chrysler,Imperial,Car,USA,LeBaron,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,Hi-Perf.,,,,,,,,,,,,,440_V_8Hi-Perf.,440 CID V 8 Hi-Perf.
,9754,1971_Chrysler_Imperial,1971_Chrysler_Imperial_7.2L_2 Dr. Hardtop_8,1971,1971,,Chrysler,Imperial,Car,USA,LeBaron,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,Hi-Perf.,,,,,,,,,,,,,440_V_8Hi-Perf.,440 CID V 8 Hi-Perf.
,9754,1971_Chrysler_Imperial,1971_Chrysler_Imperial_7.2L_4 Dr. Hardtop_8,1971,1971,,Chrysler,Imperial,Car,USA,LeBaron,,,,,,,,,,,,4 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,Hi-Perf.,,,,,,,,,,,,,440_V_8Hi-Perf.,440 CID V 8 Hi-Perf.
,9752,1971_Chrysler_300,1971_Chrysler_300,1971,1971,,Chrysler,300,Car,USA,Base,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_300,1971_Chrysler_300,1971,1971,,Chrysler,300,Car,USA,Base,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,9752,1971_Chrysler_300,1971_Chrysler_300,1971,1971,,Chrysler,300,Car,USA,Base,,,,,,,,,,,,,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,Hi-Perf.,,,,,,,,,,,,,440_V_8Hi-Perf.,440 CID V 8 Hi-Perf.
,10082,1972_Plymouth_Valiant,1972_Plymouth_Valiant,1972,1972,,Plymouth,Valiant,Car,USA,Base,,,,,,,,,,,,,,3.2,3254,198,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198_Inline_6,198 CID Inline 6 
,10082,1972_Plymouth_Valiant,1972_Plymouth_Valiant,1972,1972,,Plymouth,Valiant,Car,USA,Base,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
